1658,0.37
3316,0.62
4974,0.81
6632,1.00
8290,1.19
9948,1.37
11606,1.56
13264,1.81
14922,2.00
16580,2.19
18238,2.37
19896,2.62
21554,2.87
23212,3.12
24870,3.31
26528,3.62
28186,4.00
29844,4.31
31502,4.69
33160,4.94
34818,5.12
36476,5.37
38134,5.56
39792,5.81
41450,6.06
43108,6.31
44766,6.56
46424,6.81
48082,7.06
49740,7.25
51398,7.50
53056,7.69
54714,7.94
56372,8.19
58030,8.44
59688,8.69
61346,8.94
63004,9.19
64662,9.44
66320,9.69
67978,9.88
69636,10.13
71294,10.38
72952,10.63
74610,10.88
76268,11.13
77926,11.38
79584,11.63
81242,11.88
82900,12.13
84558,12.38
86216,12.63
87874,12.88
89532,13.13
91190,13.31
92848,13.56
94506,13.75
96164,13.94
97822,14.19
99480,14.44
101138,14.69
102796,14.94
104454,15.19
106112,15.44
107770,15.63
109428,15.88
111086,16.06
112744,16.25
114402,16.44
116060,16.62
117718,16.81
119376,17.00
121034,17.19
122692,17.31
124350,17.50
126008,17.75
127666,17.87
129324,18.06
130982,18.25
132640,18.44
134298,18.62
135956,18.81
137614,19.00
139272,19.19
140930,19.31
142588,19.50
144246,19.62
145904,19.81
147562,20.00
149220,20.12
150878,20.31
152536,20.44
154194,20.62
155852,20.75
157510,20.94
159168,21.06
160826,21.25
162485,21.37
164143,21.56
165801,21.69
167459,21.87
169118,22.00
170777,22.19
172436,22.31
174095,22.44
175754,22.62
177413,22.75
179072,22.87
180731,23.06
182390,23.19
184049,23.31
185708,23.44
187367,23.62
189026,23.75
190685,23.87
192344,24.06
194003,24.19
195662,24.31
197321,24.44
198980,24.56
200639,24.75
202298,24.87
203957,25.00
205616,25.12
207275,25.31
208934,25.44
210593,25.56
212252,25.75
213911,25.87
215571,26.00
217230,26.12
218888,26.25
220548,26.37
222207,26.56
223866,26.69
225524,26.81
227184,26.94
228843,27.06
230502,27.19
232161,27.31
233820,27.44
235479,27.50
237138,27.62
238797,27.75
240456,27.87
242115,28.00
243774,28.12
245433,28.19
247092,28.31
248751,28.44
250410,28.56
252069,28.69
253728,28.81
255387,28.94
257046,29.06
258705,29.12
260364,29.25
262023,29.37
263682,29.50
265341,29.62
267000,29.69
268659,29.81
270318,29.94
271977,30.06
273636,30.19
275295,30.31
276954,30.44
278613,30.50
280272,30.62
281931,30.75
283590,30.87
285249,31.00
286908,31.06
288567,31.19
290226,31.31
291885,31.37
293544,31.56
295203,31.62
296862,31.75
298521,31.87
300180,31.94
301839,32.06
303498,32.19
305157,32.31
306816,32.44
308475,32.56
310134,32.63
311793,32.75
313452,32.81
315111,32.94
316770,33.06
318429,33.13
320088,33.25
321747,33.38
323406,33.50
325065,33.56
326724,33.69
328383,33.81
330042,33.88
331701,34.00
333360,34.06
335019,34.19
336678,34.31
338337,34.38
339996,34.44
341655,34.56
343314,34.63
344973,34.75
346632,34.81
348291,34.94
349950,35.06
351609,35.13
353268,35.25
354927,35.38
356586,35.50
358245,35.63
359904,35.81
361563,35.88
363222,36.00
364881,36.06
366540,36.19
368199,36.25
369858,36.38
371517,36.44
373176,36.56
374835,36.63
376494,36.75
378153,36.88
379812,37.00
381471,37.13
383130,37.25
384789,37.44
386448,37.56
388107,37.69
389766,37.81
391425,37.94
393084,38.06
394743,38.19
396402,38.25
398061,38.38
399720,38.50
401379,38.56
403038,38.69
404697,38.75
406356,38.88
408015,38.94
409674,39.06
411333,39.13
412992,39.25
414651,39.31
416310,39.44
417969,39.50
419628,39.63
421287,39.69
422946,39.81
424605,39.94
426264,40.00
427923,40.06
429582,40.13
431241,40.19
432900,40.25
434559,40.31
436218,40.38
437877,40.44
439536,40.50
441195,40.56
442854,40.63
444513,40.69
446172,40.75
447831,40.81
449490,40.88
451149,41.00
452808,41.06
454467,41.13
456126,41.25
457785,41.31
459444,41.38
461103,41.44
462762,41.50
464421,41.56
466080,41.63
467739,41.75
469398,41.81
471058,41.88
472717,41.94
474376,42.00
476035,42.00
477695,42.06
479354,42.13
481013,42.13
482673,42.19
484332,42.25
485992,42.31
487652,42.38
489312,42.44
490971,42.44
492631,42.50
494290,42.56
495950,42.56
497610,42.63
499270,42.69
500930,42.75
502589,42.75
504249,42.81
505909,42.88
507569,42.94
509229,43.00
510889,43.00
512549,43.06
514209,43.13
515869,43.13
517529,43.19
519189,43.25
520849,43.25
522509,43.31
524169,43.38
525829,43.38
527489,43.44
529149,43.50
530809,43.63
532469,43.69
534129,43.75
535789,43.81
537449,43.88
539109,43.94
540769,44.00
542429,44.00
544089,44.06
545749,44.13
547409,44.19
549069,44.19
550729,44.25
552389,44.25
554049,44.31
555709,44.38
557369,44.44
559029,44.44
560689,44.50
562349,44.56
564009,44.56
565669,44.63
567329,44.69
568989,44.75
570649,44.81
572309,44.88
573969,44.88
575629,44.94
577289,44.94
578949,45.00
580609,45.06
582269,45.13
583929,45.19
585589,45.19
587249,45.25
588910,45.31
590569,45.31
592230,45.38
593890,45.44
595550,45.50
597210,45.56
598870,45.56
600530,45.63
602190,45.63
603850,45.69
605510,45.75
607170,45.81
608830,45.88
610490,45.94
612150,46.00
613810,46.06
615470,46.13
617130,46.19
618790,46.25
620450,46.38
622110,46.38
623770,46.44
625430,46.50
627090,46.56
628750,46.56
630410,46.63
632070,46.69
633730,46.75
635390,46.75
637050,46.81
638710,46.88
640370,46.94
642030,46.94
643690,47.00
645350,47.06
647010,47.06
648670,47.13
650330,47.19
651990,47.19
653650,47.25
655310,47.31
656970,47.38
658630,47.38
660290,47.44
661950,47.44
663610,47.50
665270,47.50
666930,47.56
668590,47.63
670250,47.63
671910,47.69
673570,47.75
675230,47.75
676890,47.81
678550,47.81
680210,47.81
681870,47.88
683530,47.94
685190,48.06
686850,48.13
688510,48.13
690170,48.19
691830,48.25
693490,48.31
695150,48.38
696810,48.38
698470,48.44
700130,48.50
701790,48.50
703450,48.56
705110,48.56
706770,48.56
708430,48.63
710090,48.63
711750,48.69
713410,48.75
715070,48.75
