2191,27.94, 49
3691,28.00, 49
5191,28.00, 49
6691,28.00, 49
8191,28.00, 50
9691,28.00, 50
11191,28.00, 50
12691,28.00, 50
14191,28.00, 51
15691,28.00, 51
17191,28.00, 51
18691,28.00, 51
20191,28.06, 51
21691,28.06, 52
23191,28.06, 52
24691,28.06, 52
26191,28.06, 52
27691,28.06, 53
29191,28.06, 53
30691,28.12, 53
32191,28.12, 53
33691,28.12, 53
35191,28.12, 54
36691,28.19, 54
38191,28.19, 54
39691,28.19, 54
41191,28.19, 54
42691,28.25, 54
44191,28.25, 54
45691,28.25, 55
47191,28.25, 55
48691,28.31, 55
50191,28.31, 55
51691,28.31, 55
53191,28.38, 55
54691,28.38, 56
56191,28.38, 56
57691,28.44, 56
59191,28.44, 56
60691,28.44, 56
62191,28.50, 56
63691,28.50, 57
65191,28.50, 57
66691,28.56, 57
68191,28.56, 57
69691,28.56, 57
71191,28.56, 57
72691,28.62, 57
74191,28.62, 58
75691,28.69, 58
77191,28.69, 58
78691,28.69, 58
80191,28.75, 58
81691,28.75, 58
83191,28.75, 59
84691,28.81, 59
86191,28.81, 59
87691,28.81, 59
89191,28.88, 59
90691,28.88, 59
92191,28.94, 59
93691,28.94, 59
95191,28.94, 60
96691,29.00, 60
98191,29.00, 60
99691,29.00, 60
101191,29.06, 60
102691,29.06, 60
104191,29.06, 60
105691,29.12, 60
107191,29.12, 61
108691,29.12, 61
110191,29.19, 61
111691,29.19, 61
113191,29.25, 61
114691,29.25, 61
116191,29.25, 61
117691,29.31, 61
119191,29.31, 62
120691,29.31, 62
122191,29.38, 62
123691,29.38, 62
125191,29.38, 62
126691,29.44, 62
128191,29.44, 62
129691,29.50, 62
131191,29.50, 63
132691,29.50, 63
134191,29.56, 63
135691,29.56, 63
137191,29.56, 63
138691,29.62, 63
140191,29.62, 63
141691,29.62, 64
143191,29.69, 64
144691,29.69, 64
146191,29.69, 64
147691,29.75, 64
149191,29.75, 64
150691,29.81, 64
152191,29.81, 64
153691,29.81, 65
155191,29.88, 64
156691,29.88, 65
158191,29.94, 65
159691,29.94, 65
161191,29.94, 65
162691,30.00, 65
164191,30.00, 65
165691,30.00, 65
167191,30.06, 65
168691,30.06, 66
170191,30.12, 66
171691,30.12, 66
173191,30.12, 66
174691,30.19, 66
176191,30.19, 66
177691,30.19, 66
179191,30.25, 66
180691,30.25, 66
182191,30.25, 67
183691,30.31, 67
185191,30.31, 67
186691,30.31, 67
188191,30.38, 67
189691,30.38, 67
191191,30.38, 67
192691,30.44, 67
194191,30.44, 67
195691,30.44, 68
197191,30.50, 68
198691,30.50, 68
200191,30.56, 68
201691,30.56, 68
203191,30.56, 68
204691,30.56, 68
206191,30.62, 68
207691,30.62, 68
209191,30.62, 69
210691,30.69, 69
212191,30.69, 69
213691,30.75, 69
215191,30.75, 69
216691,30.75, 69
218191,30.81, 69
219691,30.81, 69
221191,30.81, 69
222691,30.88, 69
224191,30.88, 69
225691,30.88, 70
227191,30.94, 70
228691,30.94, 70
230191,30.94, 70
231691,31.00, 70
233191,31.00, 70
234691,31.00, 70
236191,31.06, 70
237691,31.06, 70
239191,31.06, 71
240691,31.12, 70
242191,31.12, 71
243691,31.12, 71
245191,31.12, 71
246691,31.19, 71
248191,31.19, 71
249691,31.19, 71
251191,31.25, 71
252691,31.25, 71
254191,31.25, 72
255691,31.31, 72
257191,31.31, 72
258691,31.31, 72
260191,31.38, 72
261691,31.38, 72
263191,31.38, 72
264691,31.44, 72
266191,31.44, 72
267691,31.50, 72
269191,31.50, 72
270691,31.50, 73
272191,31.56, 72
273691,31.56, 73
275191,31.56, 73
276691,31.56, 73
278191,31.62, 73
279691,31.62, 73
281191,31.62, 73
282691,31.69, 73
284191,31.69, 73
285691,31.69, 73
287191,31.75, 73
288691,31.75, 74
290191,31.75, 74
291691,31.75, 74
293191,31.81, 74
294691,31.81, 74
296191,31.81, 74
297691,31.88, 74
299191,31.88, 74
300691,31.88, 74
302191,31.94, 74
303691,31.94, 74
305191,31.94, 75
306691,32.00, 75
308191,32.00, 75
309691,32.00, 75
311191,32.06, 75
312691,32.06, 75
314191,32.06, 75
315691,32.12, 75
317191,32.12, 75
318691,32.12, 75
320191,32.19, 75
321691,32.19, 75
323191,32.19, 76
324691,32.19, 76
326191,32.25, 76
327691,32.25, 76
329191,32.25, 76
330691,32.31, 76
332191,32.31, 76
333691,32.31, 76
335191,32.38, 76
336691,32.38, 76
338191,32.38, 76
339691,32.44, 76
341191,32.44, 76
342691,32.50, 76
344191,32.50, 76
345691,32.50, 77
347191,32.50, 77
348691,32.56, 77
350191,32.56, 77
351691,32.56, 77
353191,32.56, 77
354691,32.62, 77
356191,32.62, 77
357691,32.62, 77
359191,32.62, 77
360691,32.69, 77
362191,32.69, 78
363691,32.69, 78
365191,32.75, 78
366691,32.75, 78
368191,32.75, 78
369691,32.81, 78
371191,32.81, 78
372691,32.81, 78
374191,32.88, 78
375691,32.88, 78
377191,32.88, 78
378691,32.88, 78
380191,32.94, 78
381691,32.94, 78
383191,32.94, 79
384691,32.94, 79
386191,33.00, 79
387691,33.00, 79
389191,33.00, 79
390691,33.06, 79
392191,33.06, 79
393691,33.06, 79
395191,33.06, 79
396691,33.12, 79
398191,33.12, 79
399691,33.12, 79
401191,33.19, 79
402691,33.19, 79
404191,33.19, 80
405691,33.19, 80
407191,33.19, 80
408691,33.25, 80
410191,33.25, 80
411691,33.25, 80
