3320,78.12
4980,77.81
6640,77.50
8300,77.19
9960,76.94
11620,76.75
13280,76.50
14940,76.31
16600,76.06
18260,75.87
19920,75.69
21580,75.50
23240,75.37
24900,75.25
26560,75.19
28220,75.12
29880,75.12
31540,75.06
33200,75.00
34860,75.00
36520,75.00
38180,75.00
39840,75.00
41500,75.00
43160,75.00
44820,75.00
46480,75.06
48140,75.00
49800,75.00
51460,75.00
53120,75.00
54780,75.00
56440,75.06
58100,75.06
59760,75.06
61420,75.06
63080,75.06
64740,75.06
66400,75.06
68060,75.06
69720,75.06
71380,75.12
73040,75.12
74700,75.19
76360,75.19
78020,75.25
79680,75.31
81340,75.37
83000,75.37
84660,75.44
86320,75.50
87980,75.50
89640,75.56
91300,75.56
92960,75.56
94620,75.62
96280,75.69
97940,75.75
99600,75.81
101260,75.81
102920,75.87
104580,75.94
106240,75.94
107900,75.94
109560,76.00
111220,76.00
112880,76.06
114540,76.06
116200,76.12
117860,76.12
119520,76.19
121180,76.19
122840,76.19
124500,76.25
126160,76.31
127820,76.31
129480,76.31
131140,76.37
132800,76.37
134460,76.44
136120,76.50
137780,76.50
139440,76.56
141100,76.56
142760,76.62
144420,76.62
146080,76.62
147740,76.69
149400,76.69
151060,76.69
152720,76.69
154380,76.75
156040,76.75
157700,76.75
159360,76.81
161020,76.87
162680,76.87
164340,76.94
166000,77.00
167660,77.00
169320,77.00
170980,77.06
172640,77.06
174300,77.12
175960,77.12
177620,77.19
179280,77.19
180940,77.19
182600,77.25
184260,77.25
185920,77.25
187580,77.25
189240,77.31
190900,77.31
192560,77.31
194220,77.31
195880,77.37
197540,77.37
199200,77.37
200860,77.44
202520,77.44
204180,77.50
205840,77.50
207500,77.50
209160,77.56
210820,77.62
212480,77.69
214140,77.75
215800,77.75
217460,77.75
219120,77.75
220780,77.75
222440,77.81
224100,77.81
225760,77.81
227420,77.87
229080,77.87
230740,77.87
232400,77.87
234060,77.87
235720,77.87
237380,77.94
239040,77.94
240700,77.94
242360,78.00
244020,78.00
245680,78.00
247340,78.06
249000,78.06
250660,78.06
252320,78.12
253980,78.12
255640,78.19
257300,78.19
258960,78.19
260620,78.19
262280,78.19
263940,78.25
265600,78.25
267260,78.25
268920,78.31
270580,78.31
272240,78.37
273900,78.31
275560,78.37
277220,78.37
278880,78.37
280540,78.37
282200,78.37
283860,78.37
285520,78.37
287180,78.37
288840,78.44
290500,78.44
292160,78.44
293820,78.44
295480,78.50
297140,78.50
298800,78.50
300460,78.50
302120,78.50
303780,78.56
305440,78.62
307100,78.62
308760,78.69
310420,78.69
312080,78.69
313740,78.75
315400,78.75
317060,78.81
318720,78.81
320380,78.75
322040,78.75
323700,78.75
325360,78.75
327020,78.81
328680,78.81
330340,78.81
332000,78.87
333660,78.87
335320,78.87
336980,78.87
338640,78.87
340300,78.94
341960,78.94
343620,78.94
345280,78.94
346940,78.94
348600,78.94
350260,78.94
351920,78.94
353580,78.94
355240,79.00
356900,79.00
358560,79.00
360220,79.00
361880,79.00
363540,79.06
365200,79.12
366860,79.12
368520,79.12
370180,79.19
371840,79.19
373500,79.19
375160,79.19
376820,79.25
378480,79.25
380140,79.25
381800,79.31
383460,79.31
385120,79.37
386780,79.37
388440,79.44
390100,79.44
391760,79.44
393420,79.44
395080,79.44
396740,79.44
398400,79.44
400060,79.44
401720,79.44
403380,79.50
405040,79.50
406700,79.56
408360,79.56
410020,79.56
411680,79.56
413340,79.62
